Time,Type,X,Y,Z,Latitude,Longitude
1753796018558,Gyroscope,-0.024587307,0.0108428495,0.022754714,,
1753796018567,Accelerometer,-0.12562318,-6.4366927,8.615358,,
1753796018576,Gyroscope,-0.017867794,0.027030766,0.034361143,,
1753796018587,Accelerometer,-0.23330021,-6.4354963,9.127422,,
1753796018598,Gyroscope,-0.0035124724,0.010537418,0.028557928,,
1753796018605,Accelerometer,-0.07537391,-5.905486,8.914461,,
1753796018615,Gyroscope,-0.004123337,0.011148282,0.03375028,,
1753796018625,Accelerometer,-0.22492532,-4.92084,7.051648,,
1753796018634,Gyroscope,0.0019853106,0.008704823,0.034666575,,
1753796018644,Accelerometer,-1.1234303,-5.4783673,7.3926253,,
1753796018654,Gyroscope,0.021227552,-0.013286309,0.025503604,,
1753796018665,Accelerometer,-0.45583272,-6.4666033,8.626125,,
1753796018673,Gyroscope,0.017562363,7.6358096E-4,0.015424335,,
1753796018682,Accelerometer,-0.021535404,-5.866005,9.072387,,
1753796018692,Gyroscope,0.016035201,0.006261364,0.026419902,,
1753796018702,Accelerometer,-0.5515456,-5.2079782,7.342376,,
1753796018711,Gyroscope,0.028863361,0.0044287695,0.011453714,,
1753796018721,Accelerometer,-0.83748794,-5.3108697,7.099505,,
1753796018731,Gyroscope,0.026419902,-0.010537418,0.003817905,,
1753796018740,Accelerometer,-0.4235296,-5.936593,8.471788,,
1753796018750,Gyroscope,0.016646065,0.011453714,0.014813471,,
1753796018761,Accelerometer,-0.26919255,-6.087341,8.730213,,
1753796018769,Gyroscope,0.016951498,0.0025961753,0.01847866,,
1753796018779,Accelerometer,-0.587438,-5.7762737,7.8831544,,
1753796018788,Gyroscope,0.015424335,-0.00962112,0.00320704,,
1753796018801,Accelerometer,-0.8446664,-5.4173503,7.77787,,
1753796018807,Gyroscope,0.007177661,-0.027641632,-0.002290743,,
1753796018818,Accelerometer,-0.27038896,-5.802595,8.403593,,
1753796018827,Gyroscope,-0.005345067,-0.009010255,0.012370012,,
1753796018837,Accelerometer,-0.44027936,-5.77747,8.12124,,
1753796018846,Gyroscope,-0.0050396346,0.002290743,0.009010255,,
1753796018856,Accelerometer,-0.4127619,-6.070591,8.2145605,,
1753796018865,Gyroscope,-0.01970039,-0.010231985,0.009315688,,
1753796018876,Accelerometer,-0.1902294,-5.9377894,8.40479,,
1753796018885,Gyroscope,-0.041691523,0.002290743,0.016340632,,
1753796018894,Accelerometer,-0.29671,-5.608776,8.902496,,
1753796018905,Gyroscope,-0.039858926,-0.0016798781,0.021227552,,
